AVENIDA BRIGADEIRO FARIA LIMA, 1059                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452920 
AVENIDA BRIGADEIRO FARIA LIMA, 1461                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452921 
AVENIDA BRIGADEIRO FARIA LIMA, 1461                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452921 
AVENIDA BRIGADEIRO FARIA LIMA, 2369                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452922 
AVENIDA BRIGADEIRO FARIA LIMA, 2369                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452922 
AVENIDA BRIGADEIRO FARIA LIMA, 2013                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452923 
AVENIDA BRIGADEIRO FARIA LIMA, 2013                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452923 
AVENIDA BRIGADEIRO FARIA LIMA, 2601                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452924 
AVENIDA BRIGADEIRO FARIA LIMA, 2601                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01452924 
AVENIDA CIDADE JARDIM                                                   ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453000 
RUA DOUTOR MÁRIO FERRAZ                                                 JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01453010 
RUA DOUTOR MÁRIO FERRAZ                                                 JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01453011 
RUA ARACARI                                                             ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453020 
RUA JACURICI                                                            ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453030 
RUA ADOLFO TABACOW                                                      ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453040 
RUA DOUTOR JOSÉ GONÇALVES DE OLIVEIRA                                   ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453050 
RUA UBALDO FERREIRA DE OLIVEIRA                                         ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453060 
TRAVESSA TOLSTÓI DE CARVALHO E MELLO                                    ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453070 
RUA MARIA ROSA                                                          ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453080 
RUA CAMARGO CABRAL                                                      ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453090 
PRAÇA LUÍS CARLOS PARANÁ                                                ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453100 
PRAÇA NICOLAU DAVID                                                     ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453120 
PONTE ENGENHEIRO ROBERTO ROSSI ZUCCOLO                                  ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453130 
AVENIDA CIDADE JARDIM, 377                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453900 
AVENIDA CIDADE JARDIM, 377                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453900 
AVENIDA CIDADE JARDIM, 427                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453901 
AVENIDA CIDADE JARDIM, 427                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453901 
RUA DOUTOR MÁRIO FERRAZ, 135                                            JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01453902 
RUA DOUTOR MÁRIO FERRAZ, 135                                            JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01453902 
RUA JACURICI, 70                                                        ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453903 
RUA JACURICI, 70                                                        ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453903 
RUA JACURICI, 129                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453904 
RUA JACURICI, 129                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453904 
RUA JACURICI, 155                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453905 
RUA JACURICI, 155                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453905 
RUA JACURICI, 166                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453906 
RUA JACURICI, 166                                                       ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01453906 
AVENIDA CIDADE JARDIM                                                   JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454000 
RUA PROFESSOR ARTUR RAMOS                                               JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454010 
RUA PROFESSOR ARTUR RAMOS                                               JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454011 
RUA FRANZ SCHUBERT                                                      JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454020 
RUA FREDERIC CHOPIN                                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454030 
RUA JEAN SIBELIUS                                                       JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454040 
RUA OLÍVIA FEDER                                                        JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454045 
RUA MADAME POÇAS LEITÃO                                                 JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454050 
RUA FREI GALVÃO                                                         JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454060 
RUA GEREMIA LUNARDELLI                                                  JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454070 
PRAÇA WALDOMIRO MALUHY                                                  JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454080 
AVENIDA CIDADE JARDIM, 280                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01454900 
AVENIDA CIDADE JARDIM, 280                                              ITAIM BIBI                                                              SÃO PAULO                                                               SÃO PAULO                                                               SP01454900 
AVENIDA CIDADE JARDIM, 400                                              JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454901 
AVENIDA CIDADE JARDIM, 400                                              JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454901 
RUA PROFESSOR ARTUR RAMOS, 350                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454902 
RUA PROFESSOR ARTUR RAMOS, 350                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454902 
RUA PROFESSOR ARTUR RAMOS, 96                                           JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454903 
RUA PROFESSOR ARTUR RAMOS, 96                                           JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454903 
RUA PROFESSOR ARTUR RAMOS, 178                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454904 
RUA PROFESSOR ARTUR RAMOS, 178                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454904 
RUA PROFESSOR ARTUR RAMOS, 183                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454905 
RUA PROFESSOR ARTUR RAMOS, 183                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454905 
RUA PROFESSOR ARTUR RAMOS, 241                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454906 
RUA PROFESSOR ARTUR RAMOS, 241                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01454906 
RUA HUNGRIA                                                             JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455000 
RUA TUCUMÃ                                                              JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455010 
RUA PROFESSOR VITAL PALMA E SILVA                                       JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455020 
RUA SABUJI                                                              JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455030 
RUA SERIDÓ                                                              JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455040 
RUA CINDERELA                                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455050 
RUA HANS NOBILING                                                       JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455060 
RUA ANGELINA MAFFEI VITA                                                JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455070 
PRAÇA GERMÂNIA                                                          JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455080 
RUA EMBAIXADOR RAUL FERNANDES                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455090 
RUA DOUTOR ALBERTO CARDOSO DE MELO NETO                                 JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455100 
RUA DOUTOR ALCEU DE ASSIS                                               JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455110 
RUA PROFESSOR WOLFF NETO                                                JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455120 
RUA ANGELINA MAFFEI VITA, 280                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455900 
RUA ANGELINA MAFFEI VITA, 280                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455900 
RUA ANGELINA MAFFEI VITA, 392                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455901 
RUA ANGELINA MAFFEI VITA, 392                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455901 
RUA ANGELINA MAFFEI VITA, 493                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455902 
RUA ANGELINA MAFFEI VITA, 493                                           JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455902 
RUA HUNGRIA, 574                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455903 
RUA HUNGRIA, 574                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455903 
RUA HUNGRIA, 664                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455904 
RUA HUNGRIA, 664                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455904 
RUA HUNGRIA, 888                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455905 
RUA HUNGRIA, 888                                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01455905 
RUA DONA ELISA PEREIRA DE BARROS                                        JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456000 
RUA CAMPO VERDE                                                         JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456010 
RUA JACAREZINHO                                                         JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456020 
RUA CARLOS MILLAN                                                       JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456030 
RUA CÁSSIO DA COSTA VIDIGAL                                             JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456040 
PRAÇA CORONEL PIRES DE ANDRADE                                          JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456050 
RUA CEILÃO                                                              JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456060 
RUA FRANCISCO SIQUEIRA                                                  JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456070 
PRAÇA YITZHAK RABIN                                                     JARDIM EUROPA                                                           SÃO PAULO                                                               SÃO PAULO                                                               SP01456090 
RUA IRACI                                                               JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457000 
RUA CORONEL IRLANDINO SANDOVAL                                          JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457010 
RUA MANDURI                                                             JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457020 
RUA IBIAPINÓPOLIS                                                       JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457030 
RUA DONA ANA HELENA DE SALLES GUSMÃO                                    JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457040 
RUA IÇANA                                                               JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457050 
PRAÇA GUILHERME KAWALL                                                  JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01457060 
AVENIDA BRIGADEIRO FARIA LIMA, 1478                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01472900 
AVENIDA BRIGADEIRO FARIA LIMA, 1478                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01472900 
AVENIDA BRIGADEIRO FARIA LIMA, 2232                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01489900 
AVENIDA BRIGADEIRO FARIA LIMA, 2232                                     JARDIM PAULISTANO                                                       SÃO PAULO                                                               SÃO PAULO                                                               SP01489900 
PRAÇA DOUTOR JOÃO MENDES                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501000 
PRAÇA DOUTOR JOÃO MENDES                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501001 
RUA DOUTOR RODRIGO SILVA                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501010 
VIADUTO DONA PAULINA                                                    CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501020 
RUA ÁLVARES MACHADO                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501030 
PRAÇA CARLOS GOMES                                                      CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501040 
LARGO SETE DE SETEMBRO                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501050 
RUA CONDE DO PINHAL                                                     CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501060 
PRAÇA DOUTOR JOÃO MENDES, S/N                                           CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501900 
PRAÇA DOUTOR JOÃO MENDES, S/N                                           CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501900 
PRAÇA DOUTOR JOÃO MENDES, 62                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501902 
PRAÇA DOUTOR JOÃO MENDES, 62                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501902 
LARGO SETE DE SETEMBRO, 52                                              LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01501903 
LARGO SETE DE SETEMBRO, 52                                              LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01501903 
PRAÇA CARLOS GOMES, 67                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501904 
PRAÇA CARLOS GOMES, 67                                                  CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501904 
RUA CONDE DO PINHAL, 8                                                  LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01501905 
RUA CONDE DO PINHAL, 8                                                  LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01501905 
RUA DOUTOR RODRIGO SILVA, 70                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501906 
RUA DOUTOR RODRIGO SILVA, 70                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501906 
PRAÇA DOUTOR JOÃO MENDES, 42                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501907 
PRAÇA DOUTOR JOÃO MENDES, 42                                            CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501907 
VIADUTO DONA PAULINA, 80                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501908 
VIADUTO DONA PAULINA, 80                                                CENTRO                                                                  SÃO PAULO                                                               SÃO PAULO                                                               SP01501908 
AVENIDA DA LIBERDADE                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502000 
AVENIDA DA LIBERDADE                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502001 
RUA BARÃO DE IJUÍ                                                       LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502010 
VIADUTO GUILHERME DE ALMEIDA                                            LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502020 
AVENIDA DA LIBERDADE, 130                                               LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502900 
AVENIDA DA LIBERDADE, 130                                               LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01502900 
AVENIDA DA LIBERDADE                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503000 
AVENIDA DA LIBERDADE                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503001 
PRAÇA DA LIBERDADE                                                      LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503010 
LARGO DA PÓLVORA                                                        LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503020 
AVENIDA DA LIBERDADE, 21                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503901 
AVENIDA DA LIBERDADE, 21                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503901 
AVENIDA DA LIBERDADE, 47                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503902 
AVENIDA DA LIBERDADE, 47                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503902 
RUA DA LIBERDADE, 91                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503903 
RUA DA LIBERDADE, 91                                                    LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503903 
AVENIDA DA LIBERDADE, 65                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503904 
AVENIDA DA LIBERDADE, 65                                                LIBERDADE                                                               SÃO PAULO                                                               SÃO PAULO                                                               SP01503904 
